Majority protein IDs,Gene Name,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
P33327,GDH2,16165.9442698783,14484.2552531891,16016.5589121665,15352.8055011258,15144.5221538293,15044.5189225102,19314.8822952253,19712.2239174587,18509.4153331007,18140.3021088801,18615.1721537578,22706.0135949757,12103.0562992312,15280.9269580429,16748.1388703336,14770.3391672731,14249.1879791322,15706.9758244412,10222.8254482726,5020.36842822628,10219.3980634401,2705.63323591026,2759.62640109975,2568.96366732761,2008.55117667091,1270.47032342842,1858.73114250543
P00560,PGK1,1145805.16909688,1169028.85039123,1165836.15064273,1166787.88433547,1101533.6834945,1152849.2709605,816000.730095067,814978.384068485,854569.708620344,702903.415721924,728989.138247363,789593.084061901,347593.07419843,445373.732051781,439122.413182253,396938.791135516,418698.988124536,412951.804502721,449647.613553004,495313.316453915,452361.755781408,461265.177517488,456060.172774982,436091.191757149,390186.21877486,300448.279148182,466365.101483779
P11154,PYC1,67275.8232671402,68220.0591213559,68857.5714585973,73518.7819250774,74857.638186622,77048.5908568025,94942.7991965428,100331.829893612,92242.4228823313,89806.859931251,107017.106554671,109415.279108137,61038.1166052357,87061.2091393076,88634.1069105372,95699.3355121908,98412.6788522593,104518.780406393,107598.129357695,115000.821275549,109221.142867521,117854.154568907,117402.270743331,108650.04383703,95647.415446142,81835.8309748942,108937.378421155
P46367,ALD4,1479831.04824286,1353402.11760307,1454444.9747998,1393888.61819994,1397846.14002876,1502502.14231598,1352954.78880865,1505856.96364805,1415579.5882227,1333482.41785066,1464551.15471338,1585276.77127141,873297.328955279,1130742.09052319,1214994.90865733,1171729.24495734,1118228.12542698,1147161.1931407,691654.110032753,287587.006905906,668430.209464199,142463.125539489,142429.802157676,123519.006449889,93343.3966009335,64810.4835793873,69871.9375923553
P53278,YGR130C,24569.8123997535,26695.2324074132,24981.8911261848,25429.8245658893,25252.5456151362,26069.2198886141,23115.6459743632,23934.6670835358,23408.5357754564,22261.3664276761,21913.539450732,22533.7761110443,11966.8488392127,15496.7093093382,14679.3309052743,13389.9643812238,13630.6395007938,13348.7876641259,10889.8232181246,10494.1805478566,10918.2451095548,10330.7192191668,10046.6345984537,9251.5969663354,8743.82628981023,6499.02692938009,8677.5814695205
P53622,COP1,13767.3617920429,14066.3958109826,14483.0267962418,14053.9921153353,13900.0262121316,14176.2061760794,16379.4929537444,17134.9302601155,15305.1206768165,15327.8927337236,19436.185618248,19826.1643929479,10448.529847105,14327.1893915574,13936.8361524458,13578.4217652979,14360.6923967238,15543.9137129827,14150.8125890396,15389.6744093669,14523.2908002476,15018.5800058526,14968.4479933433,14323.1663432043,12819.1470946694,11037.7296536715,16406.425606001
P00958,MES1,5099.55160289373,5321.40400196935,5545.9451486761,5845.00303527489,5781.65662774843,5709.33417012949,8167.04119525382,9105.27884424312,7878.2298831988,8952.93149013445,10041.1259745396,10524.3198087637,6442.36076566026,8983.19591381002,9069.93337403392,9483.58804893204,9266.27378046043,10183.8571077078,9638.12247577991,10708.8845774648,10028.8551227739,11929.035905165,12152.9112661022,11746.587347758,11793.8801312215,9717.49835312268,15719.064853567
P32499,NUP2,4224.13894812309,4562.05964637871,4601.62413723178,4141.36710229152,4322.85624801755,3883.20956754213,5134.41358630448,5428.69248152898,4755.0422788906,5128.98265453703,5457.23161843058,5626.42896665095,3156.86970742076,4944.5248444163,4131.3370519341,4592.75981051439,4980.10809032921,4454.74402351856,4516.35415252955,4916.84842413766,4555.60161522399,4935.91480674319,4944.27378113403,4569.23764944234,4634.9146214302,3876.24438039836,5564.01228288745
P38708,YHR020W,15672.2433100789,15406.6675301842,15829.9339560886,17048.547700309,17030.9022288512,18116.4998529801,24375.2925522449,25781.8873959803,24645.0882348867,26209.2630821743,29952.0017095918,32195.0242739264,18473.4564826208,26758.7927898956,25807.2762890578,27787.7638403819,28366.397969886,28891.6124159048,29713.4488824024,32283.6507521757,31618.8213279589,35963.5895073321,35701.6652413186,35596.6450987601,33538.0745520657,28267.3640408709,44562.3189528265
P38934,BFR1,31387.8533335685,34767.2720307469,33462.7641126121,34770.416727515,35543.3893776279,35943.0727550474,46783.9438395836,48655.5270596478,47427.3614007369,53120.837770982,57138.2469941297,59974.8278426658,33747.5652498663,49455.7413249032,46450.7686694062,47323.4203592197,48343.6105171885,49019.170140386,51352.9320673391,52093.642222187,53661.1425493834,47627.3805773456,48032.1698189774,44724.2940376815,42830.0285847502,34428.8933471672,49002.8844235356
P53852,YNL247W,5477.36401997839,5244.61606097715,5846.34695393255,6184.43572344138,6462.68468421372,6189.20998950434,9492.0452525127,9960.59038418443,8778.78284044772,10279.5294736223,11891.1809397818,12447.2811208178,7555.89598564677,10649.1677630696,10119.4998252428,11170.4478841431,11620.4311512803,11556.6731634645,11945.2835203822,12793.1504742151,12491.964954749,13771.4907745613,13432.6113176527,13140.56929664,12650.4233459205,10482.8346636227,14707.6060191428
Q06685,VIP1,3019.43551857977,3216.29496205332,3053.83920526128,2914.3531682078,3004.51100442595,2682.48553321133,3525.17177006831,3437.14668976627,3267.74356019775,3275.39723517661,3947.44752558284,4389.37327591283,2250.60848296648,3120.24144294123,3113.55035020969,3027.53930819993,3207.88008519021,3327.27285172241,2965.07154518946,3001.27811777632,3027.06090372901,3370.83893558369,3377.22907477684,3115.673384658,3097.87864413948,2323.01269989988,3516.78216670952
P00925,ENO2,778879.051560256,819345.81282106,772489.403249518,927277.601238973,841445.650431607,869203.284754306,913025.588907515,826197.514414822,856830.512061951,825320.933093076,819715.493940077,950197.720298898,431734.555568354,583263.09712745,544495.791798093,595685.859969032,614136.509008067,633070.887757197,675105.20065648,700643.849402902,678251.597891168,780650.098022308,769044.95882899,779121.728080519,750812.005269053,631643.187730033,1015954.64816909
P0CS90,SSC1,155947.730166993,155839.6225468,157869.434908318,145701.628515132,144223.697425377,142082.036202489,162366.546364831,166839.221963087,155888.82269152,173184.683666574,199211.973338934,203682.953046985,119504.22620831,183909.132770666,173618.261761086,199170.2579941,205172.386300304,208869.24405413,234654.630832586,283865.884014572,239494.040268616,283593.364780517,283320.765173523,266606.867706053,238636.202160027,186372.7564446,254957.974242756
P13188,GLN4,14054.7446880215,13718.4041631589,14488.388826384,13452.6420093802,13180.4514233329,13264.8177833241,15990.6236089638,16209.2880951346,15206.5805347769,16474.9139932437,18649.1813027949,19924.4844394222,11690.178384703,16924.3727559555,17105.761438676,18056.5507394238,18897.4208217908,19256.5728394374,19633.6786357277,21429.9693240458,20532.7611818378,22665.1665750871,22998.9497816642,22002.4403588258,20457.3201488247,17257.4251093905,26023.8968107209
P19882,HSP60,153281.233259223,146248.892210456,150287.855893783,131186.469942717,125913.449929706,126965.063129242,146558.844707162,148238.908664206,140095.829919111,152506.237676291,171119.307761529,176651.768525538,105761.152075867,162171.307847038,150122.845086243,173888.449673428,176717.354671478,178683.357997872,201848.354910226,224021.514343625,210373.690386551,216430.843760922,215732.244336954,199213.053571109,178938.366826703,137273.396100612,188072.944171621
P32191,GUT2,152023.435611294,145389.249704866,154508.02760132,132670.953800048,134631.43243618,130773.319218314,111255.706572822,115212.458122158,109042.792037265,105668.904933002,119299.666302699,123003.233177988,66548.3936572758,97175.072938493,90017.6575927325,93578.5603135821,96012.6735061724,91321.0628568328,80260.5438073614,80797.2413819382,80848.2939344182,65242.6566111052,69381.9541328889,62843.8470965116,47315.2042801342,33364.0205503681,32957.9037493779
P32327,PYC2,9032.84007901298,8812.3418485278,8823.55735646349,13060.7006877435,12251.7217220394,12209.6460190404,15745.6351801554,15654.8598776905,14750.6731331286,14464.1322210934,15975.4363007436,17694.8178434994,8844.31066139772,13399.3651255963,12603.0862519273,11674.4118683068,12938.7786352808,13167.3199489467,12049.7876554122,12485.1605160616,12448.1540743079,13692.6837394352,12088.3778643782,12518.5533219767,11524.5529787195,10434.3788804712,13841.8028312661
P38144,ISW1,1134.83418941799,1179.95814328695,1204.21355227388,1397.84794658182,1298.51203002616,1313.77255936052,1899.7626970468,2040.59713719698,1756.29479540619,1901.16697715148,2264.98240632951,2454.87213582134,1285.12512425414,1958.609131512,1824.38111532926,1845.33053261411,1825.6266753149,1876.71988061827,2056.46010362564,1937.73434487831,1886.07035312461,2107.74710809458,2146.87586825294,1938.00777732213,1837.20961660675,1551.82815983951,2228.73557547886
Q03640,TCB3,1671.66719234093,1689.35049779968,1675.55833546986,1755.13738375782,1828.3442831717,1824.03587780529,1963.07256951575,1972.41819537022,2077.0660525424,1891.69203409704,1939.3717603151,2354.11163204775,1277.538278627,1638.15590497118,1485.58557740007,1548.75243785329,1512.83016654437,1847.63504608767,1592.74452237969,1702.08424924258,1415.25806457763,1738.10392191483,1629.11393825359,1370.60849795952,1427.41598495047,1231.2244293452,1657.30090279486
P09440,MIS1,4275.27138700162,4051.16628003163,4590.11887071146,5182.09538936381,5047.87298758736,5010.88419497309,8068.13793250359,8513.47542131315,7606.43812401856,8019.19221054384,10109.5520197921,10024.8904223807,6293.6210131837,9187.379787903,8540.09196844454,9723.0850772905,10282.4061011083,10504.051295922,11061.7212958905,11917.6365476066,11897.6549768003,12775.1716151449,12579.3001947073,12486.5779861954,12426.8904664337,10004.1523211858,16041.3572675852
P12945,NAT1,4565.80886779423,4237.06530583045,4790.13509922918,4532.25921811978,4769.55209055347,4180.56617873239,6162.39453941022,6425.40697968345,5502.74677694376,6297.56303644924,7124.96559433918,7534.25003131463,4203.7565501302,5902.9124776781,5702.36664564518,5966.86114478455,5984.71873092806,6360.46059050305,6640.26027817389,6967.29245632885,6740.64921877709,6895.23232859042,6768.9931495147,6300.51203454646,6294.27444007296,5223.40151249758,7554.66605938692
P13711,POX1,25122.9848513857,19093.6151362785,24107.543684046,27171.9113531782,25197.8102218028,26195.6177318382,19354.2763065367,21334.5628784754,21641.8378403435,17171.8906523002,16622.5434915815,18521.9702567274,11068.2566356374,14406.6651432778,14306.6604375044,13588.7811423006,13481.3844873918,15960.5761624207,10806.337287153,6320.67035552768,11335.7863560566,3134.64359843949,3575.0192203139,2329.18242906215,1868.40231907811,1925.44009987699,3731.0586185544
P14126,RPL3,240876.703116276,248266.981947166,261091.314174022,267091.562936067,271570.980297455,286319.999282636,355717.004719308,372001.923030499,352133.611143458,401818.783513887,445801.646900559,474795.936626429,282206.448450328,401942.060249969,407956.631450721,432840.726865791,446105.655075248,455778.71656749,450592.742514714,491083.756486139,460344.927127653,539238.05791842,531604.466858747,522903.403800824,480325.728489779,402141.82894817,613473.719444379
P25694,CDC48,86878.0535136826,88858.2305019414,92263.847333295,85706.7320683576,85326.4522241577,82770.4983621793,80634.9175042671,85128.5011460769,82150.469383762,80718.5305032749,88119.3696083233,91537.7046804627,49610.4285734177,65638.4775910427,64177.2803311976,60622.7505122736,60739.4101782407,61038.3819612532,58922.2933295027,59191.8316784831,59871.7351015312,59134.7029714963,58603.8698733916,56275.1080409371,51734.3148434279,41725.8337724527,63347.3590525175
P31688,TPS2,12399.3258671891,12424.6569431533,13159.967156971,14051.0624746711,14171.4128426786,13963.3683538632,18069.0515759719,18647.3776757212,16823.3047430206,15823.040140517,16335.9529624711,17360.4503887018,8231.39092459624,9297.07295171016,9665.96544652775,6728.93991102124,6976.00330226683,7035.40413113073,6292.74546113468,6578.72890377638,6495.99697082372,5966.3418429206,6249.27009728476,5776.04236783651,4892.54288660589,3531.81153543433,4628.76058358395
P38764,RPN1,20793.4313500068,20725.2697819478,20857.5491958896,21798.526898812,19970.7200972586,20175.520048272,22218.3853576079,22801.5346363571,21416.7944670126,20438.647429125,23741.6360050329,26402.390858348,13642.7739336767,18162.0556936959,19055.189385324,16067.6736136503,16933.9568479437,17664.7494561289,16815.0923841281,18052.4943250997,16876.3481394369,17733.9382322707,17459.645273265,16245.7356392853,15974.3435332141,13304.6298870988,18822.0958453981
P47047,MTR4,2215.58797318015,2197.64862900778,2354.87302585718,2431.14452815544,2092.12310941841,2247.07236022351,2927.36860831324,3030.01855352854,2355.52994711407,2855.95350643354,3159.3506920292,3463.39702692022,2063.67598504035,3088.41708021299,2836.57487719942,2650.90831023549,2998.15702780194,3094.88557149579,3037.74719672867,3360.71614722041,3361.1929177533,3929.80277753356,3786.21879066717,3616.45594532902,3133.08835455129,2761.79399525023,4470.12095965354
P00359,TDH3,1967332.59495349,2070941.62003942,1990280.23204862,2020115.53228209,1850480.54704831,1962452.67709164,1556000.28678448,1538974.5194363,1588199.42831153,1384559.9315344,1447535.25966134,1563999.42011848,740662.392676408,973347.679797642,907518.106429887,937943.642822849,942786.016779979,964430.749586795,997913.333008705,1084691.07181154,998538.314991886,1123434.62155585,1115800.77980463,1083584.51093206,1013409.41131296,787204.886201401,1278401.726621
P04147,PAB1,63299.8295875381,64126.0228109199,64396.5651137435,64700.8629776716,66799.3306258174,67219.9904044448,84265.5730230385,85886.1627371406,83514.2143888506,90336.2699561246,102590.90409055,106954.380417042,63300.8207111579,92555.8041534814,86118.193435213,92173.163596405,97239.8680044067,97035.1220207984,97876.4348704322,105051.591838121,99757.2220581254,108125.82852369,107804.102433655,103672.624969388,98609.0673275077,79708.7733463907,118089.400554875
P23615,SPT6,2995.34175063748,2770.00864695522,3112.74487102724,3234.19043434001,3147.06017673883,3240.73726528206,4076.70369362354,4024.93802611494,4204.08132567576,3615.9495506528,4446.75906479606,4775.65659590466,2954.05748124575,3441.20757358881,3674.58880315521,3646.43970041732,3751.54454723496,4228.5768814173,3531.54179959627,4123.59194729658,4002.86924646615,3800.21967871683,4229.31590562516,3906.1293271609,3060.31310061648,2746.24804103956,4096.51129468483
P39935,TIF4631,9442.86763212674,9718.43978951268,9633.77408809412,9532.88261411384,9690.05341080806,9248.11650820822,12542.2607382868,13511.4124698081,11558.1562445632,14171.3747491696,16087.6551213948,16344.0158339407,9964.58244518031,15131.7771318843,13366.5044086385,14411.819589594,16140.4725156541,15550.7810506749,17669.1265742721,18631.8999910399,17666.8042433227,19527.3846724178,19864.6623586027,18559.5524430043,18613.7980674564,15443.5238245333,22026.1615296666
P00815,HIS4,38187.8669440222,37532.6897551115,39126.6672227923,53447.5665790608,53754.6231065523,56909.7139173688,78338.3991119136,82240.5946740253,77944.5434772045,78747.4122226278,84890.990135816,91623.8019508436,45016.8581189067,61564.0441973229,59374.3665114945,53232.6420577611,54267.5772536586,56535.8727312448,58131.0923396145,72849.165422632,59832.3939676663,84057.9891538568,81429.4645890105,81147.0689500557,78128.5069465527,65044.6567509072,102522.602058069
P09624,LPD1,71935.2794829185,71968.9101047642,75339.072999174,78631.5642373879,78543.9099291487,80118.2586689151,92964.479107158,95630.3642890807,93340.9338944457,97345.8314093534,105478.664410473,110112.166778819,62104.3889219348,92045.4149516236,86294.8474081952,87054.0990614261,92405.6957760105,89723.2352567159,89575.2916248283,99671.8508525739,88758.1596808511,88576.3376529187,91727.4581272633,83451.9452602396,74094.4951058956,55658.4794461021,73905.5151822619
