Majority protein IDs	0.027h-1	0.044h-1	0.102h-1	0.152h-1	0.214h-1	0.254h-1	0.284h-1	0.334h-1	0.379h-1
P54838	14.329020047029323	14.262034988504878	14.242121316505173	14.25468978618599	13.748245912651388	13.712470625522638	13.58081374768652	13.604825148184972	13.456941513279308
P89105	10.368092400422961	10.45785670633286	10.833464353979435	10.924605089276891	10.58313483232453	10.700101708243139	10.675478773923025	10.820715767836102	10.652784867193454
Q01477	10.05022270710139	10.061677071872854	10.501675970546971	10.749841834949414	10.3297820198358	10.641392504613684	10.745305394870666	10.97860911457347	10.92428297298521
Q02776	12.297521776212413	12.63040246948334	13.363548231712624	13.704343716789745	13.468459027683057	13.744979261984698	13.827990263202508	13.900943226344813	13.770193886317568
Q04660	11.955348635473772	12.075969021780764	12.537967686526141	12.770685647035855	12.45528281078009	12.67113627665863	12.674815277708799	12.671514351523404	12.675532018574621
Q04728	13.991654051977939	14.610274248182114	15.093528733233104	15.004543108071374	14.097169608848159	13.72282042810714	13.617382024237376	13.932250024575897	14.005687807968256
Q07551	16.09082953366101	16.02287980204866	15.678040535475716	15.398104775450447	14.286702700993798	13.83033587207427	13.667295313714034	13.235568200738477	12.87394193354528
Q12428	15.541685124408488	15.414098730922339	15.680431376848436	16.0388269002693	15.936677961197923	16.46639988833108	16.273975447003657	15.242957804317252	14.614218283510374
Q12499	14.498663779943046	14.550487647848716	14.920937781667158	15.146337873236757	14.892249426387338	15.16221879857907	15.252577080352026	15.338354940676998	15.23453410202987
Q99287	11.36258252839998	11.487665776404864	11.72192997431963	11.880801943636012	11.29642800872271	11.37990388377961	11.502386245530447	11.361512446134162	11.212731088696566
P00331	19.457346711967023	19.235448839396124	19.21822299936158	19.48496424692341	18.775759184641764	18.763698668556604	17.234677272392467	16.50334398014994	15.698262592830323
P00549	18.45420601777263	18.453810956701737	18.336296398305542	18.287064707772156	17.542572973688564	17.63504341541512	17.728359046201742	17.76441491812243	17.827246094002515
P00890	17.20650461402104	17.249669354856017	17.433486674404058	17.69977666880882	17.545455707458657	18.033411057877224	18.369390431989327	18.11496752418118	17.53236590413309
P00937	13.09407372541208	13.51697023008304	14.254758587197621	14.393450517701902	13.803178639952522	13.734036055410584	13.723953425287776	13.746909922430008	13.674221164651746
P04173	16.63858205378724	16.58959859429369	16.7268486737551	16.934218852009295	16.661038919805733	16.970342985338373	17.07469927945515	16.845345168841824	16.60005813278695
P07244	14.99499408394423	15.255336683404632	15.70155354313297	15.97952022726906	15.721306323037068	15.992890445300345	16.067285911073977	16.099076557582446	16.021242724645646
P07278	15.644932689402006	15.304502856231593	14.958954087223583	14.858359800864173	14.233353639506523	14.168508484874092	14.009183621075962	13.787338858882412	13.417007365498401
P07284	15.448386619891295	15.283268970369448	15.388890822648335	15.663788437936029	15.390418409378169	15.726678315061541	15.822075883035293	15.82131533626378	15.649505036691224
P25087	16.404525349494758	17.142125544266335	17.799424848568687	17.872552408167575	17.152724169820175	16.903478645046153	16.293376705581124	15.897233704063684	15.723914297334524
P26784	15.94366811326771	15.887452912101509	16.270946097514944	16.60426966832837	16.30482080574664	16.55807669159364	16.64949435436628	16.817091125632636	16.76017349328435
P26786	17.561196655248345	17.703041022177864	18.12859400452695	18.397670212039397	18.03117946985985	18.345377992680945	18.427117682632165	18.58439457850095	18.510730266689844
P27929	11.497657037837913	11.744290209378944	12.560665561319047	12.844940879519283	12.617950605590812	12.993571499115081	13.155210391506778	13.295759110975862	13.128974608579869
P32457	13.288636095545836	13.257027861461202	13.613213697335098	13.748933140566434	13.339038305372835	13.504210072996322	13.450153742420747	13.4612073367079	13.316643482918378
P36037	11.617596239334153	11.585927715921274	11.871308857783097	11.97780625455311	11.667295381644752	11.489612870860375	11.646953717362933	11.709495648675581	11.382417263843903
P36046	12.807794336871963	12.86152144601985	13.194683992676202	13.375237426744349	13.045998197124876	13.316355798528432	13.494201613912946	13.377374534405511	13.063663267712574
P38250	11.95502098572701	11.886940512706042	11.937276878542272	11.852075673940906	11.232304766712407	11.35028202501128	11.24801785731534	11.140932277030135	11.001631847611863
P38682	13.487060765229279	13.47377605036656	13.677591568739704	13.918695589165507	13.572485336766382	13.73889869674304	13.71477662406695	13.796788994410797	13.729651458010242
P39976	13.048554531132895	13.464556629773774	14.623834047564586	15.27285600937092	15.155364113330366	15.516416149779491	15.84523460866577	15.848451707556457	15.991850339161186
P40016	14.343997813470283	14.354547679461703	14.376854155706345	14.420253415639259	13.890960077186095	13.8616226216058	13.92665705003712	13.831483825579664	13.704766985421275
P40327	14.277512708238854	14.30806139775809	14.36246544983924	14.440209909755863	13.948470915155376	14.039840516023306	14.055035700299452	14.074569317504602	13.951885971372125
P47912	14.071898816565998	13.987783758160674	13.78416069698084	13.807766253914373	13.377530097556454	13.411876411066672	13.19325072519057	12.725566413353267	12.59555217573438
P49089	14.791567414537347	15.19091838157128	15.800465411148572	15.929884439359487	15.358442614216544	15.374581384561871	15.342648478936479	15.481146189459096	15.574911310596237
P53326	11.753238871883807	11.584269017402764	11.731714971794396	11.84107971482065	11.481866758300372	11.70030568389095	11.542088900815175	11.236339536366948	10.967781624194258
P54839	15.552860968220694	15.765001728290923	16.397435987420213	16.661547333079465	16.11245884892059	16.127398831630426	16.11475781827351	16.063001824710707	15.886517690532207
Q01476	10.305515960404467	10.405825892382397	10.521441034702892	10.656931218381429	9.947806826646197	10.092133266588194	10.147859348226392	10.074407570828221	9.998426585603074
Q02959	8.95226449547588	8.98285308162689	9.581251593644872	9.788968949812382	9.645274749789374	9.719395991702138	9.707550483614432	9.731360255354721	9.428636524096724
Q06106	9.428789661175577	9.749003789814552	10.46355696750545	10.936027604937083	10.696060645217587	11.007272603434805	11.05127868183002	11.01065694918477	11.069688851989351
Q08911:P0CF35	16.67891577995693	16.874528183930728	15.816849166728945	15.34833810322247	14.374175371022798	13.900665720002715	12.524588875360463	13.52400429051342	12.755135525865335
P00830	18.27468444079595	18.603175611077084	18.993359500075904	19.324545250747843	18.90263131585908	19.240372159718103	19.260199225932666	19.230504171420716	18.857216077423356
P00950	19.75978749064233	19.855544068222923	19.48219648785599	19.307828796788773	18.31749489150299	18.299937088296623	18.427141360326477	18.340466743304205	18.32068823054475
P07251	18.028992867758404	18.340896067400244	18.734078415014825	18.953157232603363	18.683868674114382	18.962994905606802	19.06733762351171	19.03748870305881	18.648151592665
P0CX38:P0CX37	17.60328553435403	17.685966904200292	18.087672210339335	18.348223290047322	18.013743786935486	18.343677023515447	18.42019708840977	18.65054488485379	18.595146054428152
P13663	16.54531844973267	16.735931418950557	17.08237043473772	17.10540642742308	16.497940386832365	16.49327311826081	16.588319987665905	16.70748900419486	16.559227507409485
P14904	14.742606582973336	14.677755225775254	14.769758860317987	14.556249574503916	13.703916025214005	13.43461080429858	13.315655082916567	13.439371030010602	13.126066061948567
P16387	15.594415469439053	15.657968650336336	15.903608874580634	16.150394199526975	15.768551350232457	15.981440140313868	15.794610879742098	15.67479930930452	15.41916574970394
P17555	13.85386311877781	13.855642178615527	14.085992456608702	14.183925206841627	13.717050218964404	13.768501411039049	13.717342997550533	13.624160215796753	13.367652800980906
P21264	14.28591029991077	14.470226912557976	14.84986845736242	15.05322372646201	14.720612657595785	14.900036649242223	14.921626283066999	14.96174153750986	14.918102587379467
P22336	12.545564799024113	12.57892961963949	12.809064593526822	12.936201430432702	12.571248097773859	12.6775355430453	12.60217678376042	12.521168640497358	12.298012407648674
P22768	16.922229702132437	17.433074611070477	17.98705827177911	18.01638842468337	17.09705495038471	16.63691973976904	16.70816250417073	16.941005406332472	16.913347740313036
P23248	14.594335134129947	14.7185845177942	15.105218156668876	15.409699840826432	15.064145259826248	15.388522159354064	15.492846225088158	15.729033017209396	15.673039241255566
P23542	14.914255233985012	15.128137273436769	15.718066746969843	15.89666551826117	15.486280928305812	15.650188201923612	15.820567496614657	15.990336202594014	15.800681505869166
P31116	16.444369658177514	16.540429354812872	16.89617505286084	17.099982449976526	16.702481682412586	16.92899269164623	16.943733620526558	16.87826752569976	16.73834316007284
P32074	12.697711717196173	12.807735097298751	13.050286462538532	13.205951591045135	12.678788900296258	12.763345754428794	12.771258027417737	12.871984212386398	12.690659004568456
P32521	11.784442290985288	11.567373174719418	11.702608407143448	11.984953924332359	11.528297571884822	11.759951347906794	11.79636223365663	11.731469620153305	11.58275985483144
P32599	14.89859753363911	14.883556529017994	14.911891902196576	14.945749864994632	14.495823608304715	14.576643707651366	14.58595755258885	14.642940933837176	14.531037616833693
P32916	11.50594199335725	11.44965724110155	11.609659972096434	11.711837413426005	11.24241192604644	11.523954878454914	11.3740359043939	11.23964028059899	11.093977177142603
P36112	13.648622395002246	13.799520530403347	14.237900688344611	14.499801674309168	14.23872785027318	14.532215364252753	14.719428292893573	14.53021853905794	14.10428916096333
P38631	11.577516164553217	11.966107209022715	12.774510873714814	12.903634530554553	12.591479363189478	12.818059475298893	12.891147321339377	13.013818957580234	12.960079449423652
P39078	14.379656310000367	14.417265346425681	14.656771771938296	14.807419382189003	14.455467209748441	14.6523938804409	14.664710651098257	14.691701985329871	14.599637415564766
P39101	13.307918236798901	13.148308622048258	13.293392573214833	13.38341508208226	12.982817378919222	13.225407397277289	13.183103446788966	13.113540996613043	12.921628049092044
P40032	11.648220118973935	11.789991643982752	12.112275804212418	12.315083826785417	11.908773995207188	12.016330508990816	12.19817750000433	12.262507586441814	12.308835437735029
P41805	17.44219993483617	17.5507721152881	17.95957455855598	18.20182176614104	17.921728127640616	18.2012209574672	18.29126524055845	18.447753441231374	18.378159056650453
P42943	13.609782722260807	13.688163997996764	13.898040491085375	14.145553820870617	13.800895674457497	13.951836832206553	13.95164306940341	13.917128329494366	13.79053159119714
P47008	13.192879362254203	12.878030682492083	13.03415096406096	13.247803541295	12.964539538577894	13.115378753569216	13.056484330021183	12.992370045038253	12.763071223313338
P53228	16.327799772982832	15.947934779699585	15.135993946615589	14.58112410371082	12.930777765361402	11.086190981707423	10.84307475536516	9.779014166828738	10.336568149252344
P53235	12.856524478579177	13.052782650469853	13.56402792555086	13.884748235668516	13.640166270805732	13.984952068702091	14.127556363297867	14.263332529781744	14.12932353216111
P53885	12.472187222085076	12.343261422591063	12.263293201552203	12.408653814610284	12.03068712301144	12.204824585616958	12.043155771315302	12.01444321193409	11.636536048900492
P54781	11.723103913615402	12.254668935107082	13.186885932382246	13.26300387704513	12.410791885381549	12.194796396586918	12.134466582167727	12.243383216188075	12.170407975522172
Q01852	13.65126873115759	13.627625979509814	14.163755014853255	14.398034957748992	14.13908383418864	14.442473970566349	14.57510123762282	14.440256574243069	14.225372307019613
Q03280	8.378091841807457	8.28177370750913	8.403732517149464	8.402142843879872	8.129817723657455	7.947347143671598	8.111176320029223	8.179783153815217	7.523818460603753
Q04279	10.384084489983987	10.351418911316427	10.745320565349163	10.78784938499387	10.118006237007364	10.436264846297064	10.424162705349945	10.609946506271214	10.452503954597725
Q07527	8.771070629731497	8.900942459526028	9.125054894740304	9.245697776192555	8.868843004408822	8.70399992428486	8.772129578032246	8.812221538270892	8.552849237016757
Q12109	12.923115971493253	12.997839625459246	13.53801186175415	13.800247215675181	13.443412148678618	13.726138375836875	13.786548899773218	13.999494334479248	13.954269263547234
Q12449	15.612105424370295	15.357888336329408	14.940328031653591	14.831548095282656	14.272287020035481	14.381786735073002	14.42185189116143	14.36075578642566	14.200379229821012
P00330	17.831825192203237	17.952965742953058	18.393191645205988	18.788256248944574	18.44226107757739	18.945007475971284	18.851338688073056	18.606598672996242	18.377810774832096
P04807	15.55761637871089	15.579016606982304	15.983168535340482	16.330925346155876	16.113792298294	16.51935515424886	16.834264947311052	17.036666519700095	16.95365115458808
P06168	18.240204619843762	18.458841944482383	19.01084587164461	19.21523019223964	18.838750878443832	19.063405405456166	18.91770530051991	18.787107329965334	18.626326294205352
P08524	16.26366889147075	16.499268040765006	17.006730324456623	17.15005425327184	16.68594195887755	16.764347685073176	16.74893748046306	16.707926308105943	16.580322115755134
P0CX36:P0CX35	18.33634182373022	18.460675370778592	18.8019646263683	19.088936457237864	18.76812632011245	19.073934125953148	19.184634214113846	19.390371202173323	19.319452624611948
P14065	15.91454856112639	15.949967679189523	15.523615700977158	15.131379164716305	14.096472122459481	13.685401073506293	13.512778100697359	12.28357177969301	12.063955187077454
P14743	11.43557459949299	11.161363439682331	11.57471020186998	11.892921319473501	11.625136469879607	11.78262725169905	11.94675689531274	12.140734449789658	12.07532088706592
P15274	11.911336616858586	11.763336437571365	11.831302265909134	12.124915959301942	11.73857807987386	12.060561427546041	12.164580643011035	12.078068914964271	11.829109707744914
P16140	15.550034353811528	15.538824460338239	15.893224916363451	16.14747166891949	15.770046560743527	16.02474299363188	16.02964958105983	16.30152301623817	16.24683539744126
P16603	11.811633283444133	12.11453078823961	12.640408681725424	12.667770116785329	12.07638725286021	11.80543167265331	11.73204437899461	11.783117218329455	11.628730130653198
P17536	15.068448853961478	14.977033482019081	15.12401573256386	15.202461194914	14.750903404175794	14.830192230359394	14.790273377004915	14.639300661316042	14.511729955461199
P31384	11.30187128912573	11.407959227976578	11.62209908680904	11.770889969479727	11.350385689135994	11.484132929457065	11.501519213766748	11.400755267012874	11.209915643421983
P33442	18.075028346031274	18.082328836873128	18.363454683307744	18.546347131765533	18.21576467319872	18.508350062941243	18.578317747904403	18.68121530047717	18.62570944378552
P35191	13.523428515254897	13.41143283476973	13.489986312615258	13.74205426613663	13.41675538284618	13.735237177741169	13.896855445161563	13.903936212627396	13.704836070305165
P36013	13.025142739094806	13.650028905815427	14.038925713270423	14.188881388899148	13.80353291790997	14.098057627125089	14.225663046303106	14.289009027422408	14.240164084961924
P36016	11.18460298762726	11.00679420458235	11.254730078209633	11.523623495343626	10.95943110148819	11.01113855912674	11.110487987214595	11.106876293463205	11.036799416805987
P38713	10.24950886392395	10.501355963229733	10.480922750656196	10.681065434744022	10.320322895108678	10.375665132961675	10.447207731062045	10.84248087830818	11.1417444153669
P38715	15.59229186212617	15.454769158622598	15.126937524498905	14.922927366400828	14.031047971003288	13.71668373737621	13.754184404127274	13.823057193221409	13.618823926593555
P38779	11.920080686553437	12.09586664385754	12.679549163957851	13.02482226632236	12.71097538125605	13.018163563179563	13.05301984323355	13.111457150468233	13.085829491375605
P38795	11.787286711818581	11.879845662949467	12.102242756837581	12.146875644011551	11.729418665860189	11.644878922200643	11.598834737450606	11.54684368312282	11.431042864810044
P39958	14.74763383982565	14.851258984008679	15.059522278406087	15.064624177401924	14.585225614006928	14.68392291020523	14.526731811801708	14.356503083504322	14.104388775890367
P40024	14.554124854020376	14.606250256776098	14.723397452179334	14.877200389814098	14.561127838625428	14.799559457230163	14.79931293496958	14.806497204954484	14.752701471355616
P40341	10.609985609480628	11.056737924351973	11.534471196609935	11.721218808213782	11.344706058740769	11.573156539679113	11.838550847582113	11.718879756766865	11.493864855637709
P40564	11.735608711605764	11.646249992044257	12.162646114080555	12.39997754074817	12.194049260636199	12.467594282264585	12.513414758003703	12.497378379756814	12.200178827075348
P46680	13.923651882413814	13.888105907129416	14.1046364924375	14.243806436755511	13.745794918845213	13.868936035736718	13.847022819324685	13.863305023719295	13.639871710090299
P49090	13.920624397927789	14.377964678332308	15.091398271029444	15.268651964476131	14.8578427701376	15.069852652181158	15.162895344859615	15.410612577777098	15.300591389575018
P53140	10.76061729989059	10.812186676056509	11.850014801765989	12.027058046857327	11.76838464659154	12.150042992912967	12.357188877011117	12.278137689487139	12.15208274941585
P53550	9.542487519033463	9.718141156293772	10.115782614969245	10.270252099281857	10.004125630294373	10.127761190417013	10.166583154808592	10.150168792707147	10.092747779755365
P53981	14.281522999383007	14.239681378102993	14.566630164311203	14.780655781386283	14.485639198583844	14.795453299742636	14.787922076689215	14.741345301149988	14.615000354520381
P54783	13.385668164383064	13.5662309399231	13.580413014107856	13.699842698682154	13.312224574662242	13.418926380505189	13.339212235493562	13.32347136912998	13.16292498847894
Q03161	15.097675347995988	14.999715080668008	15.135992448536655	15.242999879486447	14.811365022336116	14.910526466986344	14.820426041326634	14.598014471781164	14.3823109888569
Q03862	12.923844401588902	12.955990986331342	13.336352490080412	13.65080632007825	13.34680824692346	13.623025858795273	13.612162802144962	13.680534674422969	13.636253798514087
Q03940	14.484275595938309	14.434774493571556	14.49800796377481	14.63877874314664	14.245334989843775	14.404127585800088	14.336504119441623	14.267284049063054	14.128470069778253
Q06218	11.211619626994297	11.360298776523214	11.823158284803887	12.019853230766772	11.701080858156535	11.910238069668535	11.993506590076533	11.97503229464925	11.904059448952072
Q12118	16.42950145447708	16.477912801923036	16.510224369370903	16.62251768608417	16.14587078788483	16.335908705019303	16.306165188344043	16.265632273276097	16.13169070740863
Q12211	12.27629709886722	12.522129397677919	13.013441063390701	13.155691850298687	12.67669412141016	12.801523589333225	12.808389631863802	12.925332350206158	12.934037302754147
Q12263	9.556193367475943	9.702439788721895	10.434015496607097	10.939154225340717	10.643143704501046	10.835542944322455	10.838834324733154	10.503695060879659	10.416308615971428
Q12377	15.19016338333342	15.13116181602839	15.208547336039821	15.317503089257182	14.778829091650296	14.858638963809682	14.810137550138542	14.699901965341722	14.491919677532094
Q12389	10.1633272958907	10.390527229819718	10.833894139081089	11.078966446594894	10.728929791221779	10.960727038547569	11.023674004321867	10.992422807201832	10.938148430358261
P00927	13.872607515304766	14.143471198706372	14.571994270615216	14.68084046198675	14.1457276713357	14.204032871820443	14.198128806057566	14.351921595921452	14.289721656328904
P05755	18.026112061831924	18.082024156247726	18.555492490531776	18.776200268955805	18.459186693842977	18.763595018391264	18.861943911486488	19.05494422345782	19.003743992133654
P07275	14.124830334209	14.161080342497753	14.334079443037549	14.513745999937228	14.209107674039887	14.51126981141785	14.534567218097028	14.478658856133633	14.180784729649458
P07342	15.951130749124292	16.310426921192242	16.791566016794413	16.918180104485465	16.444586497431374	16.564921125950736	16.596408748459933	16.626661708040533	16.45129170428052
P11986	15.025205712121334	15.527967412607683	15.628658779631111	15.740828793428228	15.45970868377178	15.620240624839372	16.093652462597593	15.818896046961768	15.139106098517997
P14906	11.356623769007292	11.431752868644914	11.794080788761777	11.950444193175583	11.582280274399006	11.761430585095958	11.715635938811499	11.67895542765194	11.453736551667914
P16451	13.024890913804898	13.0133377227836	13.073516929784562	13.256548986915835	12.807559304174912	12.859947023902686	12.8616311837425	12.649745022685028	12.429088568155521
P17709	17.582984300511963	17.712778197336995	17.542733268789213	17.39657295456962	16.58824973317998	16.360963313582005	16.091469536376568	15.849916816753606	15.20146071653606
P18544	14.184489876787925	14.786648366936292	15.39538542123608	15.4200808303423	14.708782034367028	14.450037205212443	14.128210426142303	14.196494832339265	14.166281907272232
P20459	14.923720939631485	14.86207863600992	15.100371010510235	15.300750692020458	14.983573178048736	15.170157247343191	15.160645491355265	15.021178623288279	14.892398615214079
P22213	11.333765660130862	11.214600070578756	11.33227814106363	11.454677481055047	11.054001006733934	11.168038820924776	10.949224666469904	10.993462944845758	10.866145173599499
P25623	12.78519368574071	12.762172734839123	12.92033886030008	12.934485345028447	12.36617927538283	12.454329499787287	12.32996233861147	12.245095833949398	12.125836860700822
P32614	13.682741197008422	13.462570454990285	13.392712168312373	13.55330448616945	13.217120673776112	13.311031771780431	13.281702234933153	13.05822712115561	12.747893063110524
P32775	13.3073985299296	13.259283075361308	13.009009569103174	12.616348573791774	11.787673440698411	10.958254706313552	10.73475033380021	10.799913243237134	10.305978101861935
P33297	15.088913714722125	15.106547519811786	15.137630195427565	15.262174584329271	14.790478563332677	14.934745847483782	14.820884478085052	14.790472807528342	14.632581696363587
P33313	11.256037868767766	11.205861110886383	11.481263595677843	11.587264731692091	11.298442674307173	11.55703621215647	11.542842061334884	11.548763046762225	11.599264290607092
P36060	17.031602739414314	17.06520744178532	16.920139570377696	16.933117251963516	16.34483057604922	16.326890862895862	16.449788981423637	16.43056474104515	15.95238061016385
P36148	11.775980448366942	11.890923275100679	11.825047460478542	11.769834933871532	11.369152516920801	11.482972740184932	11.237962572217164	10.677135650453861	10.129813778175173
P38011	17.828437363934615	17.939061584628814	18.316187073283206	18.641640255889797	18.251848967371828	18.595657936627923	18.677930443893242	18.869822050706123	18.805584739927223
P38628	13.089073367448401	13.05728968056694	13.301347169966675	13.446440450742482	12.99466791678927	13.176415931112247	13.200952474758372	13.138340364555855	13.017561045182928
P40991	13.553509895755667	13.696461655119958	14.123439538720433	14.360144993548499	14.090178120934947	14.334789695114617	14.333132246113818	14.290444950610691	14.188902500981214
P41895	10.696911852832365	10.81549322336794	11.23598141861833	11.466720145058105	11.008319042187443	11.2143931971257	11.151705725407183	11.177621040045004	11.17976651425883
P41940	16.01120134161419	15.93395947546553	16.12636702433225	16.353698808950192	15.968123783260214	16.249641284282447	16.359533461701872	16.694364621866686	16.597924891767633
P48015	14.542441451400183	14.615379613821592	15.023400659227407	15.202229156941527	14.66859000556969	14.832092962002138	14.793243357220298	14.884285972322026	14.780159912270129
P48164	15.191328979269198	15.460847037457414	15.630485281328612	15.889231021572618	15.53920835119268	15.797150968512648	15.88570024808638	16.17054776097337	16.142628001220373
P48570	15.631431905767005	15.83893485719463	16.40496950870484	16.487914793347823	16.06277887784936	16.158161347635808	16.306870579424988	16.636234874560834	16.728463119786092
P53091	10.7612984958508	10.692807097554144	11.048574663199574	11.29302454499384	10.941712269982503	11.074098435311544	11.058944312927984	11.075471982767725	10.998903720431448
P53297	12.509789277285272	12.657578453340795	13.002582672699251	13.24509633630992	12.879487760021622	13.141877308587155	13.139766326922537	13.29936015336294	13.1404894131609
Q00711	16.029171656137553	16.387682551527234	16.834057119465985	17.118981762138432	16.956369777705778	17.260318346724084	17.41968115933322	17.305610544714625	16.81011838234635
Q01532-2:Q01532	14.938286892731353	15.017937865418176	15.391932081885075	15.481013142074614	15.123253994405715	15.165495270518756	14.903594383749464	14.420428003840694	14.061747473715219
Q02046	14.177705376324917	14.38616567119757	14.675654442019132	14.88541343091982	14.416633171728071	14.567210702091332	14.531765371350367	14.730410927104488	14.712635548837051
Q04947	15.699085440230867	15.75484105095139	15.709577798428846	15.664263878189011	14.997725298769257	14.976681878807371	14.986435828379213	14.801134545748724	14.573506364330838
Q05543	11.886080313232274	11.782084312561649	11.734583836659478	11.715672672171658	11.235937663463462	11.349165848641524	11.276692624464658	11.10581865512138	10.782771371811679
Q06523	12.83232999449761	13.009303418017781	13.365311539949412	13.406949731268192	12.744909293265993	12.813302382607416	12.733180148473563	12.440067615940077	12.234140463271556
Q08220	12.70540150691117	12.771632510814438	13.002021405826612	13.171422426948464	12.7016124760972	12.850471683303333	12.843656607413044	12.822673563827639	12.687745731171644
Q08225	11.962927544065522	11.958396590303073	12.117839597638154	12.113656143223423	11.612837752239042	11.674052298520047	11.609377278802032	11.5524601663746	11.275864188128214
O13516	13.287471603892161	13.235219862214631	13.223440419180323	13.476826119479492	13.124087093811026	13.374279170801378	13.425160824160425	13.54058255557979	13.240655469859895
P04840	17.644202798716815	17.803039592565764	18.128511448340163	18.24747945376663	17.86159997616736	18.098291238409757	18.18044419159722	18.271933375422805	17.9251894887585
P05374	10.141077413909649	10.283052287973192	10.956332095807914	11.360408496124466	11.137486035965798	11.683443445977378	11.90958333639543	11.899488549372101	11.704901858218475
P05739	17.79473711502009	17.79926931411284	18.227730544990507	18.529207304131614	18.209585317721878	18.54619365640548	18.620991018585872	18.74954250610704	18.68259896629464
P06634	14.34755200864507	14.656555120282295	15.352588980312031	15.722750552210933	15.530155020269111	15.841802140008262	15.95013723311815	16.192103173582804	16.13542426703416
P07256	16.546917589790368	16.723714260791017	17.062491499579462	17.263297685205497	17.04889002166743	17.290484448198868	17.462201764154	17.49960418191595	17.119243087550075
P08417	15.783844625209547	16.02011772143836	16.539896583948707	16.84092030368802	16.63757170380676	17.033822259616688	17.264120989249435	17.20537442864468	16.711383092030797
P0CX44:P0CX43	17.027912097507727	17.033340254237732	17.364665520747423	17.626217449175147	17.280184845885977	17.528294149256624	17.693603495568198	17.688305088460098	17.65145122376351
P0CX46:P0CX45	17.992605386040047	18.06305676912793	18.449629850315294	18.729146994451007	18.47228847277523	18.77158122396797	18.850660651779627	19.009970437979256	18.925412683630082
P10664	18.10094578298209	18.24860253365949	18.616442419506544	18.836088259400594	18.562185411318872	18.874181965849225	18.93507480475318	19.071144921571527	18.982421077251676
P10963	11.585202777556502	11.961887166131616	12.246698632456424	12.749579590826361	12.68067377163021	13.39676734844076	13.753912960343724	12.105452432515863	11.137736009294882
P12683	12.913322539812118	13.31285308192288	13.458003856219692	13.462459535934492	12.676839335443635	12.437982505946277	12.244775519484962	11.891184111249062	11.739537280271074
P15646	15.600516441709875	15.70456878051611	15.966749913188307	16.221486728231216	15.971961180915558	16.254253319924743	16.33029696834008	16.459174212130133	16.36477927119696
P16649	12.898044837730232	12.982309587414752	13.291324029261233	13.595053650601368	13.155283329778163	13.259924542042116	13.288823463996971	13.358977050140156	13.115431649286366
P17649	14.364338759980107	14.236364964585826	14.09118336732267	13.929858162285461	12.989176792176542	12.726008596170017	12.571253907582095	12.079983850972035	11.719436096899448
P18239	17.498524061839213	17.91420574323132	18.489367005155835	18.707052741945922	18.318883293669735	18.526809480429396	18.670010670118817	18.536027780496568	18.28262639663686
P20448	9.880031691531887	10.904634420777736	10.64500246624634	11.200354861897438	10.75342416629514	11.071038747747613	11.059464996001687	10.999000878592499	10.997407409755208
P20485	11.317051995761235	11.170588667461754	11.537003634918142	11.730668763766896	11.448552574078247	11.643310168924472	11.809810298447852	11.909132804504573	11.910717348519928
P21560	12.75929792800545	12.857873964637097	13.313899677655176	13.546376334348096	13.154469452073203	13.544177046660579	13.887751652187424	13.879218761245214	13.756430290307028
P24280	14.4341149916685	14.567261679539119	15.026265662593365	15.188625993363571	14.743205228104715	14.91513039751397	14.805765395916314	14.884050487776463	14.838276627796624
P28777	13.995801997038313	14.36110114876441	15.024569953582015	15.213755604697871	14.771753615813356	14.918730713129733	14.99518609897158	15.211467350677644	15.158349563549395
P31412	13.924033535433118	13.896210184782817	14.145134238716048	14.305250241218378	13.916230404580858	14.07294063151374	14.067884929725212	14.209746157186741	14.261909914413424
P32449	15.660349497951671	15.964170206537315	16.330109515728985	16.429496655880484	15.839476642708888	15.840277634871539	15.92060039090597	15.98149554581504	15.866627900973329
P32471	16.82638473130158	16.85437396790552	17.180835093154773	17.403437416033864	17.11874420898328	17.410734989641593	17.502780539527688	17.61634817969326	17.482626635982456
P32843	11.795847323726512	11.780844955325687	11.799344511121404	11.821671098920172	11.357141615849773	11.35863397154723	11.42328571970596	11.216728018125101	10.81164757375494
P33401	11.02243899491971	11.018901882340925	11.618356235062697	11.850707658945167	11.54189949465158	11.79556684787236	11.85204722255696	11.869459277424296	11.788308081578295
P35817	10.89392193373146	10.83507647292878	11.485176231241061	11.438141876056457	10.936807985505885	11.045090918393434	11.016752222044868	11.344513465159697	10.910102502898926
P36041	10.862645475886604	10.933806455473855	11.310767894309906	11.462799135336754	11.104637358578914	11.454246948944592	11.39475219830118	11.261689960423695	11.049986203719287
P36516	12.182653639887844	12.294404861114353	13.126454388367423	13.321723616884038	13.05748772988626	13.390989044603126	13.509392818084235	13.73502087303292	13.6025527846612
P36528	11.759397335832995	11.841506191359004	12.600827130218612	12.883677753207563	12.652629853169506	12.975104273500392	13.1158661524385	13.09353614546737	12.91628202103123
P38426	11.32929291626757	11.541639729874856	11.759794781263338	11.961217936314796	11.537049018071425	11.546828015143916	11.548467376047611	11.930968256632712	11.629754492975765
P38755	13.653348572781251	13.525194610666642	13.730635267295908	13.780113801518043	13.498305080181266	13.622723537955709	13.63232016981241	13.61057284982392	13.311888459525772
P38821	13.86686075264087	13.554758792503858	13.510781301849212	13.512445411273292	13.104091926299295	13.113347135407736	13.044070068386894	12.849329512689016	12.579037462683447
