Majority protein IDs	0.027h-1	0.044h-1	0.102h-1	0.152h-1	0.214h-1	0.254h-1	0.284h-1	0.334h-1	0.379h-1
P09436	13.995115458871464	14.170993789512258	14.535145450014936	14.663580314117239	14.183291125883382	14.286557421944535	14.432720384482051	14.649536942102097	14.662129836559833
P32454	14.504014587796974	14.360449955807724	14.307365027972734	14.317661089380618	13.73207527037595	13.676795646196389	13.557276049667086	13.388009312580586	13.228103294351683
P22515	14.69613155037198	14.803241468209704	14.962860921922857	15.056416073893653	14.584130435719688	14.677375600411816	14.641516506368228	14.741010550669941	14.592689392413886
Q02207	15.70728755455615	15.805566805432576	15.41067286398773	15.31085638767179	14.755527209476188	14.684004756939272	13.976758716376994	11.855574486457503	10.59970752916395
Q05050	14.426609897303981	14.508461788863057	14.337670370146686	14.2502115029479	13.598605048044368	13.55224709056938	13.259489648257317	13.207766106275056	12.844672269308074
Q08972	12.808133912026287	12.847472555390267	13.010223523509651	13.136071804825745	12.769071387956753	13.005556318718984	13.12724822246352	13.522667212866738	13.608341071334253
P15108	18.86294691672248	18.696609028569718	18.462984986781063	18.58925093567878	18.079063080146334	18.336099254006278	18.30490795748285	18.292363490898303	18.192977806699798
P32324	17.720227513647217	17.719043852962923	17.92905853743727	18.19499495369763	17.793319804827636	18.05168056007388	18.29821655669322	18.4859095151413	18.39481273261302
P33892	11.197538371533467	11.308031751104073	11.691967084818405	11.85637104750405	11.47841950134618	11.505743187534566	11.606919929287963	11.741385307030951	11.631207128581929
Q02455	11.282889047334805	11.440570514502483	11.664378776607355	12.216702904683453	11.285032661440006	11.333553663748457	11.049687344103551	11.200576683564723	10.9973671197976
P10592	17.22714675813227	17.199452976187455	16.936056343155354	16.88648210227292	16.279979098108257	16.387512071773223	16.41192765029519	16.519455361799523	16.390523180702665
P16861	15.797403417343883	15.774046580595462	15.770044976282543	15.865611828236883	15.432041368542418	15.662196163044394	15.825914920852167	15.907796832413899	15.792711294522773
P46655	15.302556566056266	15.423325627282598	15.709588772685313	15.955636696274539	15.698655568527068	15.972001271358465	15.996762878715174	16.124168643936372	15.97096327988165
Q07653	13.829199617624734	13.654496419991826	13.256327485516355	12.697714116196972	10.477014086120123	10.085146969878	9.988839644055536	10.510629592164271	10.122562090186252
P10591	20.35627057927198	20.35170136362847	19.989974283244432	19.867919293090186	19.154804113305445	19.02392493344979	18.954787987602984	18.860704148421153	18.418036300704784
P15705	17.879746322964774	17.70026071332972	17.180688734329593	17.030271938885623	16.266929648783773	16.3383003105495	16.259776583080583	16.086618068555193	15.930656588455742
P38972	14.236389540689808	14.458823662412593	14.753683385345218	14.987853397679809	14.544992604842541	14.802991200521381	14.949661730442218	14.981149095009817	14.953687869418847
P39730	13.763227815403873	13.83409087881151	14.246601197323152	14.540562098904681	14.237408538339654	14.533918427490207	14.640835973234802	14.685834099425374	14.609921904497723
Q00402	11.344224968874583	11.427336480343065	11.587183273789003	11.821961600784308	11.434811124374232	11.614294670616975	11.615407592161061	11.433881472040335	11.146358193942914
P07213	14.512652155710175	14.65170547339721	15.134820830200585	15.403059231374154	15.180865754561662	15.517052742209355	15.741530690371805	15.835871602786888	15.635164537632047
P32590	15.3981979600412	15.269326980805168	14.537141989211968	14.063339979007237	12.301445472356978	11.195090914598106	10.94118229146693	10.211750130801711	10.65675879192202
P04801	15.11268140909987	15.03986022536385	15.416489028075418	15.639245229418202	15.309079416136719	15.571982866862049	15.61567738471163	15.660766381705828	15.548883207828084
P16474	16.021096368886674	15.948582008915508	16.002472816082886	16.103180965368256	15.526959568056583	15.562292257238196	15.643312193314301	15.785810675875696	15.692159856564725
P19414	16.791619891519716	16.870536392920314	17.262013525749378	17.508965934773165	17.222246723444954	17.68302659269658	17.985572193495305	18.013684752107523	17.60239206738525
P38088-2	10.604485442178884	10.702314832679335	11.132126459599068	11.388723380335696	11.129305892263584	11.40547691981112	11.500192331117326	11.553440384644189	11.384031289698909
P02829	16.118810597266226	15.774232015423342	15.1965375850252	14.982610460302006	14.144913872636092	14.177373512671847	14.327871268110599	14.322859430695614	14.177800961347286
P03965	15.083697729343061	15.705738913339959	16.233340316918845	16.095025984075775	15.24450957555209	14.852780169375187	14.792708886989884	14.983153856894203	14.964579428671888
P22855	13.979009101950613	13.711793440700125	13.329318721199582	12.8913559622798	11.754330623324298	11.162408710525854	10.729131843469034	10.238477417969493	9.604363051139684
P30624	15.098126051346856	15.051697840800854	15.165978544430677	15.144982979128986	14.57935118626256	14.397042252033472	13.661140242339062	13.667700948935844	13.937945453703337
P32565	13.755633700810499	13.743150078314867	13.758882943093292	13.855304219844562	13.27977449940665	13.321376777838097	13.293855258090836	13.292463570808673	13.231346443105094
P04050	12.405427376259501	12.504641759735456	12.887154920383836	12.992715293849482	12.618830319226698	12.73154712635912	12.806646066320216	12.82351965160609	12.677180119158992
P07264	15.260383915608243	15.429973519449613	15.763568300649498	16.041158801999728	15.796408581732516	16.12478811848732	16.235245160443032	16.16681843742686	15.99855868334043
P21576	14.453841160195013	14.417954743300166	14.497800906468033	14.609585676857419	14.154277827820092	14.224856129378958	14.200689099330479	14.061664732883202	13.863449587178202
P33327	13.925145137177456	13.889942668197904	14.227227882311835	14.274705441938382	13.844579000929532	13.863879841645547	13.051129163290131	11.386980344351366	10.741959217216278
P00560	20.14597117871131	20.121096216591294	19.660170510526235	19.498130882915977	18.647712798476963	18.643609125601653	18.829271291518506	18.78321199562142	18.55699443353771
P11154	16.05574460075891	16.197325565527613	16.548325495221782	16.639337154645407	16.26794143863765	16.603040917394488	16.75507922563986	16.80669422805604	16.54281335698192
P46367	20.446802680946718	20.449007851279315	20.4423250681804	20.478626895688727	20.03323403055909	20.12780568698746	19.067034554413436	17.05470299733396	16.21387515364913
P53278	14.633429241275387	14.64294651806448	14.51953078289795	14.440624416070415	13.77803909855438	13.716011721282667	13.394384487358703	13.269757417527599	12.96099348565316
P53622	13.783979881812202	13.777605482582482	13.990208695255571	14.151392991118943	13.655551420981896	13.823202282582654	13.842343068323302	13.850388533257707	13.71221538429286
P00958	12.377834185226913	12.49652042416985	13.033339824070719	13.264363292506005	12.995266033102178	13.235501647905991	13.30567523699243	13.543858913575008	13.59923267464699
P32499	12.123671232355424	12.0069610095737	12.317991794077495	12.39986919965373	11.993496476575661	12.191019302745042	12.187022520375736	12.233762085671335	12.19590235780213
P38708	13.932609851478519	14.086687742023422	14.605831895557715	14.846082706089287	14.531371825490275	14.790989431537596	14.9295037840691	15.125815685762099	15.113738877579687
P38934	15.019154724958002	15.112234215212991	15.539348995604884	15.792196441276937	15.39934552693473	15.55760530972539	15.676432018585858	15.514054891580168	15.361096269889694
P53852	12.431177814500488	12.616267812278254	13.200051497113972	13.494271903715607	13.204803605940793	13.482957166915122	13.599230954570759	13.715128017795326	13.622694909251617
Q06685	11.596433553164069	11.485384846214387	11.735564770316408	11.918393444905904	11.465634469725392	11.638238630375554	11.549690115982916	11.682956759977806	11.540721128626132
P00925	19.59192785984433	19.746010456160146	19.722926247722146	19.722470775955223	18.987683556796952	19.228578578833773	19.38504270536862	19.566203211428924	19.608684276687633
P0CS90	17.256284833329655	17.13573387230044	17.302944066765313	17.550946169222897	17.278762874271138	17.641063640534945	17.946903524475797	18.08389651706474	17.79014256275943
P13188	13.78209513922557	13.699063097527898	13.947834526125867	14.163455221272985	13.895585145790882	14.193590666349515	14.325596128050579	14.461192856178046	14.374918162122277
P19882	17.194019307364474	16.966028406335493	17.145340396191358	17.34740600574919	17.088371784405933	17.428734087551653	17.694257121333255	17.68317771908913	17.358916448610213
P32191	17.200747655394895	17.01772080020704	16.77103785479138	16.8236483853054	16.368035331725036	16.514797752206462	16.299124998558256	16.0063001999104	15.209112256326314
P32327	13.117899504553082	13.610489238391438	13.909117045052444	13.969817777285321	13.50377448592868	13.620392072941153	13.589616125930785	13.640079765823284	13.542739073116783
P38144	10.195989710709004	10.384471702871677	10.89093672671347	11.107875603260176	10.722271150450572	10.852705599664926	10.936702908287335	11.011374209371274	10.870820204302426
Q03640	10.713265075291755	10.815788224971614	10.968800406060176	11.009636298026102	10.51874486141688	10.676314914041726	10.61657544186819	10.625047108551513	10.490497032891504
P09440	12.071971387864833	12.31069348814794	12.977044433326405	13.196071066034431	12.967051662566393	13.312010424035662	13.505026358911772	13.622701991674294	13.646573712095156
P12945	12.145614759688753	12.133824803155878	12.557986013265428	12.7701668511724	12.363499247058606	12.575542434926719	12.727651196774726	12.70020398302138	12.634231890888806
P13711	14.475145351932882	14.676642857484412	14.342692261973665	14.090013269594253	13.69485053585435	13.808117589450994	13.211827167195628	11.55696025772498	11.29249439257299
P14126	17.932020541498463	18.069041564477935	18.457440384758073	18.74978255414033	18.473717824011562	18.763148702008234	18.83411446583539	19.019027725035475	18.92765961200139
P25694	16.446911681474777	16.368390976342745	16.334517066587296	16.405272259031	15.868068434599573	15.891787995322748	15.856440606142346	15.823878708354275	15.6736726085302
P31688	13.628139818595445	13.779508832934242	14.123359849979925	14.010744980208205	13.146061029884114	12.755189934400565	12.656385483283811	12.55007772535541	12.087144012588775
P38764	14.343746708295447	14.333732290684855	14.43473060733541	14.52206397195874	14.049281880170469	14.043778631680798	14.074139646241074	14.065621425986942	13.968818843659216
P47047	11.139574720979777	11.140050069856342	11.436176609929324	11.625511178078884	11.378776747290871	11.509107085365686	11.667652120430908	11.883213177387175	11.754470455915625
P00359	20.93841817651632	20.890856201790236	20.574092782194057	20.482828504436345	19.737014122123306	19.85511606209042	19.970071578762305	20.079014173645334	19.969075444228835
P04147	15.964449305874568	16.01541638827241	16.367607851619898	16.609070759336355	16.29953489144603	16.54295201223797	16.622496341481927	16.700956919553754	16.592258666829146
P23615	11.53107197388667	11.647156765576298	12.002079307318168	12.063211385678843	11.71279262474664	11.92017432252883	11.924070556017977	11.958028817079404	11.688697975900265
P39935	13.228572284679712	13.212245707217877	13.61393636010912	13.923174122961035	13.646216070110782	13.907612800394784	14.134849579395874	14.237598359238623	14.19032583871668
P00815	15.22439395814177	15.73935786001492	16.278809610669008	16.37665791297965	15.755472407235288	15.738691252474974	15.956834805346693	16.32705272897926	16.32155096867199
P09624	16.157210482602867	16.27135197173335	16.520044539402363	16.67054866345701	16.290382807373163	16.453265435778643	16.499790372220094	16.42388047030478	16.050829929683417
P20967	16.09119419258657	16.075526472761513	16.165034731358737	16.284110268066385	15.926280813423801	16.10737849184243	16.43983779946225	16.276311984319925	15.765126857940128
P32898	11.18971046949867	11.135808705143535	11.534258287049763	11.845445179322915	11.47332415255636	11.824083928898004	12.018009646774193	11.97328175919768	11.858954277485477
P40053	13.103388574152477	13.064656362617004	13.254113089946383	13.410026292770231	13.054829624232449	13.250622567445486	13.263182066580377	13.173471956150257	12.913386180909423
P47068	12.850547592353886	12.838230072885485	12.995345582440885	12.927822957485679	12.461136678250847	12.416311336426979	12.30886188496716	12.146941014317141	11.934514953572881
Q03104	16.726668678501582	16.730676733619816	16.259730391229454	15.706465989934916	13.736337966560852	11.770375137165757	11.403534563271531	11.719611825373269	11.434138432778097
Q05506	14.59014902559208	14.552846146039693	14.692937065802763	14.850186514635014	14.386723138160033	14.539943741187114	14.563127404809387	14.51591923566554	14.381960507019567
Q06440	13.475488544948655	13.390361825697846	13.869198715987174	14.032307461970156	13.642306074499064	13.785056884328348	13.810493346504336	13.877502627209246	13.65482621318291
Q12496	11.569504872746396	11.580748599537209	11.74810305045714	11.958219217317348	11.462637972243376	11.504326846803192	11.555305745223906	11.64310020773574	11.566142570333003
P00175	15.892751927975855	16.18188442627551	16.242644577425487	16.43833167738993	16.235185907049008	16.508017032048276	16.385109375404117	15.978645691266145	15.517808284191235
P00931	15.290163730260053	15.702383912186638	16.232991892879753	16.304319369572443	15.744972408428733	15.710054682073393	15.650196822575744	15.912468139076045	15.877824018948138
P05453	14.90781474078627	14.751901485105321	14.80004209028214	14.973109185095623	14.558632635776817	14.706952847791957	14.750771607812116	14.797432874502498	14.705442090484173
P08518	12.531929590909956	12.636232841306999	12.88676319175016	13.037400547943024	12.614241761809874	12.777710973043373	12.81435764743052	12.94843219398934	12.870939463142161
P11484	17.265664204638863	17.43838686982245	17.930803936710156	18.276478030087777	18.05778884047043	18.41633183276427	18.666095041975527	18.85194109568942	18.799721350299603
P32582	15.32563989799053	15.502966622411325	15.73373487786888	15.926716532765077	15.601626497609551	15.895711900750722	15.971590301382543	16.08291468866673	16.03836431468152
P33338	12.67676889300305	12.657235042212088	12.92134572966963	13.011723041782863	12.526776389526248	12.699183524720235	12.700523146652165	12.71452862079852	12.575049926563352
P37012	15.820747390672963	15.751663365656421	15.264020916459888	14.946586065601334	13.87580486668482	12.87306286910255	12.504807354188573	12.61935148483477	11.91154559274644
P38205	13.368241890386988	13.422921845432088	13.732024772161445	13.915955843254572	13.54697960277389	13.772089572331069	13.766088900263355	13.78184896418571	13.676234279023316
P38968	14.193647410155846	14.09804088925645	14.190418370802096	14.330663573681834	13.915285338764724	14.108065951694634	14.136408825827289	14.276010136327494	14.152887068504283
P40150	11.84182864514451	12.032645860423768	12.432589873972606	12.766624891482865	12.472641365129043	12.863247324417259	12.987892420032136	13.139098071402454	13.026582303288919
P41810	12.538239030122602	12.579474738049713	12.866791641522767	13.029317632366379	12.522865193036578	12.610413501791644	12.584221614180752	12.552939207310436	12.44320698901921
P54115	17.65813293932871	18.0638949336362	18.680498315830526	19.191445798242484	18.78102425096712	18.869073961267524	18.742085889649896	18.15210590674575	18.019670783282585
Q02892	12.24834880395947	12.61374236924804	13.335324021516584	13.73644307305799	13.568741576802838	13.878289026098821	13.970193100807784	14.215970968900637	14.172443053010557
P00358	17.056140211990055	17.036007398096093	16.538000883505543	16.10680628076767	15.128437337111455	14.977173174991742	15.619112457944103	15.877322820988756	15.787158426647776
P00817	17.287953188043844	17.404013766625898	17.59651380648011	17.726513932721844	17.32625359991079	17.520881766096124	17.58424977201705	17.67330205587794	17.46027660796752
P04806	18.79263358063903	18.240867011191295	17.48049027590693	17.51562809078448	16.94856429412123	17.122688124318802	17.185605612848846	17.078478898622787	16.781230999508686
P06103	14.100757125144744	14.242480430283333	14.637958220899872	14.884080182886102	14.600755243265786	14.877303728214327	14.97724059626713	15.046301306588623	14.92135207369257
P22138	12.04239336924905	12.209513875355933	12.604451575132812	12.811671817308005	12.463629218947572	12.668487816577818	12.75930857434988	12.857261084636733	12.890371340094683
P24276	11.996285905324873	11.925109349327666	12.043898208323036	12.109132488669022	11.542307026026455	11.50726736881556	11.52874915888306	11.620494109385879	11.402781739833632
P32558	13.13101182424734	13.231771217858373	13.428951860605318	13.580986083657054	13.118698663872093	13.227737474765881	13.271675513161531	13.22625161248774	13.078528797527659
P40413	14.068227913527867	14.121406291539424	14.403334798109444	14.625742620486095	14.228989078213306	14.456774491710313	14.445909170660174	14.48617435323562	14.402323703566237
Q08179	12.93954617476689	13.145191662030369	13.582881016753182	13.72526956720882	13.313013517780535	13.510983588709607	13.563673697237645	13.499258250465367	13.3842222879525
Q12460	15.046848400267868	15.0724994826311	15.431633073380175	15.651930388025876	15.392130014250498	15.695279506338599	15.787096297140854	15.892233771707552	15.829356937415056
P02994	20.081411163623045	20.063353046462684	20.362222778378683	20.54190145284456	20.190992413385107	20.47695783328591	20.531613632769375	20.543021776649287	20.399341466524678
P09435	16.939925273529482	16.841155701156005	15.886654410427957	15.116538301371719	12.191778645287318	9.96337467741349	9.844246634201685	10.275443164790445	9.487641339537609
P14907	12.427159909951044	12.436163345252394	12.630134946907393	12.781428926927832	12.425109516909078	12.569414591546227	12.487507677019341	12.465363822758619	12.353380440899672
P25582	10.20177570132945	10.19577767959919	10.665782306905182	10.88304820697623	10.575649948758862	10.876610274968337	11.094672164572414	11.171543940365455	11.19706947910245
P37291	17.085176783164552	17.331896115166984	17.746617008367927	18.01473102690851	17.68360746082227	17.94527896191356	18.10486447653074	18.370967752486678	18.380940762449427
P38009	15.802601900753555	16.185594716968616	16.65157702015766	16.960605598044474	16.644707631887638	16.95787565516097	17.109139467011524	17.2605743430979	17.152078952517982
P39533	13.72240637556365	14.203136565323874	14.773630238703758	14.96214121207251	14.621812601815215	14.855702559478955	14.881594482209064	15.198587887303312	15.205412158357445
P39683	13.157795144384204	13.125836666670601	13.37473711604871	13.529939640408053	13.121110020575927	13.279374651775125	13.267097902333003	13.394889613184278	13.315766808002708
P39744	11.049962579620747	11.27282286477096	11.679580520470205	11.80235382726768	11.390925042639406	11.623598676323947	11.711048207269563	11.549743173155026	11.518511154044518
P53914	11.830192474939372	11.950999051189577	12.250208184760666	12.457893242985168	12.10538155926532	12.24976192120556	12.258833310793595	12.450058109745756	12.44735113089964
P54114	14.305536699037507	14.13992465109906	13.477489623252701	12.90746339350802	11.038345636849273	10.585833089126075	10.653285716276871	10.848118749246447	11.278456630533576
Q01574	18.16914120103325	18.05820040206238	17.722829250547203	17.58258948191284	16.988986519206577	16.73573024684085	15.328519597721462	12.016192921654044	11.973496851495145
P00360	17.587803863113816	17.89146056740498	17.375809961397287	17.03137258999609	15.386679344893095	14.24976422980215	14.126324023889804	13.684216543068828	12.775576770466738
P06169	18.64903334494676	18.584966394547898	18.41200199770773	18.332502253023847	17.608513622630095	17.714464674675156	17.97616527483295	18.310761809415933	18.65252819677973
P11412	15.532016423513813	15.507248283271826	15.667618049623	15.77899215591101	15.370927029381273	15.498025307828359	15.616123621522183	15.764131957014605	15.701414864310157
P14540	19.75487356109237	19.866807089855012	19.815666780161013	19.900059463747898	19.302588007464966	19.450874075184228	19.384801459937627	19.276917837863866	19.101224785391974
P15625	14.123684763460691	14.177329094500271	14.646436557753049	14.930240598898115	14.635648715019196	14.929732943667219	14.984771460756662	15.08330380679089	14.955138450885322
P16120	15.384928020243404	15.545284017858519	15.914839585659807	16.057689823542706	15.588112741896289	15.711780012973184	15.69817770385246	15.69336494650766	15.546290023407574
P22202	16.463156223910758	16.28840609657905	15.350542982312001	14.796526567474608	12.714170376731364	11.647784354908028	11.437642994517134	11.726709956102496	11.30829702744172
P25375	12.704537977801932	12.785990136819219	13.030688827697539	13.087912571811986	12.727605490786477	12.86230552378928	12.93870101143043	13.119331902753732	13.029188987733125
P29453	17.62993871167179	17.685686308120747	18.092867626005056	18.370993336408937	18.0518569614146	18.38000130249062	18.42819705259994	18.645559869424723	18.59808706038924
P30822	11.737778277349806	11.724610224068334	11.833151965259281	11.956521622847854	11.284896723173667	11.34423730613559	11.442290258146524	11.325864637163145	11.218961249413864
P33734	13.516181524707195	13.799506947950102	14.423908824381893	14.557955707852647	14.08252995674611	14.155510329679023	14.13628689261753	14.151357354352589	14.120529932395703
P38853	10.570152962541114	10.382476614318199	10.482892173578426	10.681744101709617	10.186902394233329	10.311147923663754	10.343081879640863	10.494011327758328	9.975464924805447
P39986	11.655497718605139	11.881616296494704	12.441885152165046	12.658632255979231	12.198552520911896	12.367879493950966	12.366689673575637	12.393700794127604	12.25472168798213
P40010	12.191660540811744	12.421283742843238	13.004738850013462	13.256563563178014	13.049358495871324	13.266537175649882	13.274340084991495	13.291336451260479	13.270529112410687
P40069	14.073241803077085	14.291892992449345	14.757711130865319	14.991834274023077	14.594382416638094	14.794379414229029	14.907137285445977	15.041097259642523	14.904288535950213
P40215	14.30565368420359	14.52927006198415	14.896950766436538	15.09498314500662	14.887420001412654	15.063557520827041	15.209985477169685	15.159477010632017	15.006869247473539
P49095	12.648539004009827	13.275969696562441	14.092025388782432	14.335353917067048	13.872498958345265	14.00651756899367	13.870210081452854	13.855809030517532	13.798348861602456
P49367	14.319139945574564	14.550474730428522	14.917483521835248	15.004413686424238	14.656922776313998	14.821187006758947	14.85630028893681	14.97311283532993	14.911640336705673
P80210	15.059417103854983	15.351514119014263	15.858032513171143	16.137773261534612	15.870404602991243	16.20478232689944	16.33983892130812	16.390071706748067	16.22359899962607
Q01217	14.514001561724646	15.465257907234603	16.159515621401304	16.165046282470886	15.409204654868363	15.315213780786138	15.244069244406282	15.348854410785087	15.27739805035215
Q12451	10.462353062737417	10.761601562676569	10.564093638348162	10.686990300420126	10.046368720716757	10.13869438575677	10.188415900999168	10.164380103384348	9.941729417816909
Q12754	10.502920912964326	10.827667973568614	11.201303791828034	11.43923391404793	11.07032859523906	11.38283276544481	11.402958407462888	11.45464860316543	11.326976555075861
P00924	19.892641825715046	19.879612513475237	19.274966722537123	18.88483598201807	17.317494273377637	16.419075582423602	16.61545551092136	16.731085045041997	16.401761389300678
P05030	17.071957089792637	17.439206525927652	17.749815523867785	17.744992072317924	17.04938428569023	17.014697729892163	17.287462570051115	17.638056830658957	17.546293388192712
P12385	13.672815231916314	13.62399115366805	13.936961988878894	14.1855629761905	13.890449423111134	14.165210392377906	14.161273806132698	14.23326118374475	14.08532349068476
P15424	12.884660610934487	13.006484947309017	13.71643270786171	14.168926403985944	14.010726872955075	14.40769304178947	14.748839000621121	14.910261273362398	14.751987279267357
P17076	14.972471188756215	15.362888572122026	15.759123735732778	16.074958487985704	15.771531338667819	16.081337828995576	16.135154678553253	16.211214578826656	16.07085581775625
P17967	16.15706615249932	16.19544587386733	16.44360315152682	16.543345825843243	16.026751813459118	16.102681057142664	16.04038545315543	16.071024556790462	15.970266717522986
P27692	11.928244741552785	11.957622406949163	12.313266521329764	12.513312958894401	12.137795877717656	12.379982897317678	12.351862085004116	12.591267873919676	12.471744446308307
P32316	16.43340823110037	16.726871591910907	16.90649232450026	17.029658424138905	16.78799640585095	17.137942061046964	17.303592248809444	16.94214299198906	16.231863956824338
P32481	13.963673937424241	14.064075877045124	14.473098692157327	14.778434021733903	14.535443926190016	14.855052422377423	14.939710258974928	14.985149637282458	14.870139860881729
P34216	12.970970091671493	12.989245124733722	13.198840103183713	13.2589625199931	12.883735262985187	13.045435696710708	12.999937123392447	12.985548253342946	12.790586906400927
P39522	15.688100070073077	15.967757871196094	16.44563394330203	16.638810110687555	16.195117448550885	16.304131287499	16.306498811523298	16.584525827905402	16.562046290807327
P43593	13.346657660317293	13.347876607144066	13.44534413060301	13.508172512705297	12.972562861663649	12.997295840754704	12.911991718701627	12.814623908195205	12.635698153781343
P47035	10.222170979889308	10.359508293635283	10.758691319314448	10.964533591442892	10.6068952593204	10.758255222953636	10.705080191645242	10.89453400198778	10.675777062840705
P54861	12.91719332382819	12.929161514610849	13.43963245223872	13.683420683005854	13.470638797136548	13.78702265820008	13.99509685432751	13.970528823535014	13.569050242573649
Q01163	11.511094630466195	11.759258420476073	12.580653356476452	12.8305054412633	12.515941804635453	12.835165672620148	13.02186178186531	13.194230997425755	13.01887943848763
Q08208	11.190525532344179	11.436346864714077	11.89984302739246	12.196383514751853	11.953643201106715	12.251807512299443	12.253165061357894	12.304199972468219	12.266007996971771
Q08965	10.318469418355436	10.490165724651199	10.983219360468137	11.296652463250265	11.065952597029598	11.414788645044453	11.478858609664154	11.672986633689364	11.658232010406332
P04051	9.185494855561874	9.207644848559505	9.598962056531994	9.959259290143812	9.486731525723929	9.657561574675075	9.932751090710717	9.837490094228343	9.889820893534235
P06101	14.684682177972672	14.50617030531869	14.310598300558004	14.336929545632577	13.845570180013787	13.86874197700527	13.765592901889443	13.735073158145672	13.47245296344682
