mRNA	0.027 h-1	0.044 h-1	0.102 h-1	0.152 h-1	0.214 h-1	0.254 h-1	0.284 h-1	0.334 h-1	0.379 h-1
YJL207C	2.28368121164763	2.13597333732968	1.97126666651081	2.21667062155351	2.62503224662157	2.68783539415519	2.59725981602695	3.46649110365703	3.56633834637856
YJL206C	3.8356700017072	3.81490492372018	3.66660679043003	3.39903462383675	3.11954782645644	2.66173827146614	2.62731477043481	2.3886450833495	1.97199966611099
YJL205C	24.1876672254785	20.1098290438953	17.770501598355	17.2762338345311	13.964358881286	14.4296373707179	15.9325981076556	16.5634327547749	15.6921780922861
YJL204C	2.93041809398004	3.03991697585539	3.00699246179231	2.77112189224674	2.62204907004631	2.759423995763	2.49295977939881	2.50758593332537	2.35109506622207
YJL203W	6.32962245998117	6.15336300613791	6.42737317944872	6.55815193929118	6.54647669362157	6.62122494488786	7.51407546116463	6.4299255085085	6.51291852527247
YJL201W	6.30903819509824	5.72203753232697	5.37887223961933	4.90510923147197	5.48744346653983	5.66330788382264	6.16412331029665	6.23824404278936	5.94841063792621
YJL200C	8.94010429583102	13.5339408143819	20.0633008453167	22.8372475284847	24.7707251530639	26.3988769383515	27.1188073946901	28.3839620798536	31.6515221825266
YJL199C	8.28812883109334	8.3565486168864	8.18817053733746	7.31299435586011	5.31731767442095	4.04611386960394	4.24796984902673	3.44636549214808	4.13556295971385
YJL198W	3.59707094342008	4.07862257934615	4.87521624978557	5.69693625113432	6.32420535224896	6.30048921237534	5.50742180724712	4.97243314555495	5.6866657573088
YJL197W	3.29624328463493	3.47159499252949	3.67603984778506	3.85600210642948	4.45717706770861	4.45179698870544	4.15270788450688	5.31773782503922	5.54556494915566
YJL196C	14.9815532594804	14.304725425611	12.0524540147019	11.4246197381596	11.9078143325539	12.0853519163243	13.4526639497301	20.2165272610699	20.3430625387008
YJL194W	3.14098635860843	2.84121907461196	2.51832417404056	3.14094029151097	3.42781478485748	4.28885610841629	4.20152699256235	4.89208643244518	5.34715252746804
YJL193W	3.10676381376495	2.96961585119483	3.79280667944677	4.72580148385752	4.88161352860442	4.78238565306036	4.84245799187632	5.3521459538475	5.87564423528503
YJL192C	12.1948604352485	13.5503314493743	15.2436079821035	15.7264459659814	16.9043388022223	17.7934421659462	21.423531524344	19.6910294648674	21.0578804364885
YJL191W	49.7622650345566	48.9312250001775	43.6412469096533	42.9126665383315	45.9860320178245	51.751556361104	47.5422258715286	60.2833191012016	57.8208708892155
YJL190C	50.5231822463592	57.6563622365583	62.8644808478781	75.1934772516821	90.7963994917296	110.697376539126	95.2880390187953	123.634478913351	145.303282124828
YJL189W	261.607372575746	299.704396482671	331.007675113115	362.718719303676	377.672952744531	482.340870615746	366.877373653129	504.359033716065	626.412852232676
YJL187C	3.87138613242764	4.27466052586716	4.68605217586345	5.37815554629414	6.78442972922873	7.49417672297909	5.87772734455243	7.48580569550907	6.46512681623874
YJL186W	10.5211902393405	10.6807119795333	10.3860810243643	11.627736443706	13.2745415615518	14.0781150702228	13.678339060965	10.3321472038231	10.0786960057148
YJL185C	15.4679882066544	14.8735843995527	10.3187608565005	8.46549340383677	5.30582612152813	3.61080195105563	3.32994891783889	2.48553836980627	1.97782334052427
YJL184W	14.2734835217043	14.6982921111579	15.9369662998971	14.6351076544515	16.5362359422554	16.4130161884614	16.9987270999001	14.8783969215159	15.1850744243759
YJL183W	9.38500080447001	10.0970497579553	12.284555118464	13.4621774161995	14.5401743702612	15.9674107639578	15.3168188122751	16.5218544477452	16.86770900523
YJL181W	3.30443498477969	2.47604817209136	2.2334382631759	2.07693828373842	2.22290169263168	2.85191203584	3.21208866325037	3.76239305879258	3.21948985327127
YJL180C	9.18804868046918	8.92879834591733	9.48364951861626	11.3773998294875	13.315482930027	15.4887117351559	18.6276442539131	20.1683397130498	20.2259513430699
YJL179W	12.2571911299507	10.8607543607516	10.5533312368505	11.0600869767407	10.7144001144792	11.6402267943965	12.2174682237559	10.94537187144	12.4104931396507
YJL178C	15.7095824482296	17.1257922759832	16.654063881261	16.0145782608706	12.9406401731745	13.2504815775359	12.1261433816241	12.9920165819716	12.9491149744456
YJL177W	46.6292505647284	50.645246407031	53.2020940731542	59.4768968124399	67.4199283645878	77.8185545253668	68.7466211641892	82.7320758189647	90.6578557813654
YJL176C	4.7153199774656	5.28890251386762	6.71093362607144	7.0220092113377	8.00380299529014	8.39172754352282	7.96384383613364	7.93730453337017	7.50913696516079
YJL174W	23.7393952129008	26.9120094350972	32.5453970152047	31.2231852961617	30.6359004783815	27.2523947378534	25.9892976269594	24.1560890179049	26.1612599695041
YJL173C	33.2339016660784	33.1928635119608	29.2860332591191	25.8252546888875	22.8682092903867	22.2803409862422	18.1994525958901	18.2199116348526	18.4615902902564
YJL172W	8.39068587798738	8.99237528157026	9.89470927082718	10.180236165276	10.2523090492525	9.54323105922835	9.36309936078155	7.50653476897783	7.61510771151922
YJL171C	6.75257837232378	7.28266174496759	8.84360132615339	8.78100901383825	8.49081014830496	6.81314630914779	6.86277652167069	7.4549277135999	8.32502844662995
YJL170C	8.55973466177907	5.93099365834888	3.16243345306947	2.54314859381477	3.19869860246622	2.83958069618923	2.57162375411304	2.90340751590206	3.07452518152596
YJL168C	2.8891501399623	3.38110452227527	4.71098926827873	5.4658725324559	6.01225234014588	7.74896689321959	7.34600884911537	8.49361176647466	8.20843331305468
YJL167W	28.7378097835107	35.6908346076158	47.242219108765	49.7506396612672	52.0227658155893	47.5813031425365	47.3884328432903	45.1206269395878	48.717818894302
YJL166W	74.5067940467216	81.9982653543492	90.1817468880158	97.3894389457826	99.0029462141392	106.894348032915	93.0875197729445	105.807163485326	103.131554463504
YJL165C	5.25613911678301	5.72138296481862	6.68596096745853	6.23394862931097	5.54033250777835	5.02461045190959	4.85953489407488	6.19342220887662	5.87057985059861
YJL164C	7.58574509317768	7.25289781829385	5.69167481825195	4.44988379403295	2.6643813556997	1.88600199492764	2.00492103616051	2.06866311511637	1.95179805012949
YJL163C	13.1377530605315	13.3557605982126	10.7419900908823	7.8020507734028	4.01930036837063	2.20389486298276	1.82245727719988	1.98004934132101	1.75031312068952
YJL162C	3.20016825411793	2.84703844385636	2.71119786945123	2.72769359873858	2.44234023630249	2.78938616406693	2.73164268505389	2.50415744686748	2.54958338759453
YJL161W	14.5454048470675	16.1152318128302	13.4903596290925	9.70077949446549	4.03888027373938	2.00631832183121	2.02726742707306	2.06639520467288	1.37205817418887
YJL160C	1.97203996591987	2.24086477921592	1.92304334276208	1.70164417681535	1.8168543443936	1.85436450715499	1.48904763528964	1.14335895922553	1.02629049388667
YJL158C	17.1557027677082	26.4329639309869	38.1744514650513	43.3010620800839	52.0845000572707	49.8805566852428	46.2732311291131	50.6680837802617	52.3611980682803
YJL157C	3.79775341423514	3.57114858779322	3.31005521625688	3.87738603926387	4.77233872815479	5.67319917043935	7.29802294186614	12.5741552967001	13.106176616081
YJL156C	5.30050274039503	5.39716565496753	5.9429572475226	6.32150337478972	7.41421273288637	7.24856946901269	7.26247436191346	7.15266868381119	6.54990947193376
YJL155C	11.393565229771	10.6348008315708	9.28179720967061	7.547523139957	5.65820345014209	5.19541167018804	4.81198369410516	4.55101812219567	3.90783231588882
YJL154C	5.52174793384045	6.08430050391204	6.2504216242034	5.81737978625192	5.09573313439482	4.63851763956134	4.58458654962853	4.82367366544713	4.75907083745384
YJL153C	20.2179451967218	31.2231652798008	33.7234358637498	26.9809058999043	26.3751620073973	27.4115304969626	37.2369995982535	24.8417344069632	17.0925703939976
YJL151C	46.809667206124	45.0682599230635	47.0305003735849	43.2501512869974	38.1887021303595	31.8903328760327	34.4479593789524	34.9018632722612	37.1537972947329
YJL149W	6.97496110126155	7.32217437697909	6.38097823883428	5.53287881963404	3.98809071214597	3.53764779566907	3.88175712079323	3.45420510747231	3.07777527219306
YJL148W	9.36745057799257	9.87519084359036	10.8686071836693	12.9640587681996	14.9926790919603	17.4071322635126	17.7958341775528	18.5317438345034	20.5495146465421
YJL147C	4.34652861007987	4.43467007054613	4.59499808159601	4.37052695535395	3.61965237330692	3.66293518807162	3.92582857443812	3.70081843929108	3.29257946855296
YJL146W	6.51016178561666	6.78684091711438	5.78975822586066	5.56386401723945	5.26763917981963	5.13587291974012	5.71539006168142	5.264708300603	4.81872675707211
YJL145W	9.57210848682654	8.95504480950008	8.59328239022593	9.97060926762109	12.26084934901	11.975028675285	12.7567780100066	11.264714926418	12.1944872144499
YJL144W	53.0167559246263	58.3143177482538	50.9399978621977	32.8750030396713	10.9053352720358	2.90160114614712	2.6632559092144	2.00152556772862	2.14055382789848
YJL143W	22.9498696941846	19.9587735186396	22.34414623598	24.5307649955125	30.2616495601703	30.6733843720877	36.6641521739957	36.9155163074279	41.7583998398652
YJL141C	10.1937279864592	11.487994428085	11.9932911534336	10.2031554684165	6.80822155391016	5.35690133891148	5.02056448254158	4.97804077901643	4.35611660462675
YJL140W	26.0016847252191	25.3042619808222	24.725782370762	24.6491842468863	24.1504300435264	24.592070955519	25.9296786825948	23.9346789455512	26.8810480497551
YJL139C	6.53120478938616	6.28504135644495	6.23140769519827	6.4495373530215	6.45948248735924	6.26413596617941	7.29251698525088	6.75422535911251	6.25329789521849
YJL138C	32.9261297665585	38.9660778627409	40.7086983086844	45.8326818502816	52.9966403841848	55.0711336119079	57.5797999680767	56.9870652707447	59.8599133344402
YJL137C	12.8053818874309	12.0743947548576	8.60233279674532	7.20515976605533	6.63561284997739	6.16515908490999	7.64092742741134	6.85720720729328	5.79736795587297
YJL136C	79.5827157913924	89.1730763352829	93.9477255072663	107.196262061259	117.915032965874	142.968348868864	131.711978112017	156.451376721887	174.08304720825
YJL134W	7.83398865307253	7.6746981629477	7.87123651704062	8.43482928348199	8.41570124524582	8.39654536885224	7.63348109057756	9.02969382663687	10.4237112596019
YJL133C-A	138.089397873879	85.545561917333	75.6077347764728	85.2675786646309	109.50404950953	116.914875798257	113.884496830761	101.972991553168	101.99956974662
YJL133W	5.52732159859681	5.51092723808086	5.90934336660526	6.3498703585104	7.74400169980189	8.28744922750133	9.33941443705208	8.88949069716797	8.79572479781888
YJL132W	5.82345017163277	5.44632633139234	4.43133879163971	3.4263990620729	2.0579540907731	1.64936469652095	1.66434926871661	1.70039816383588	1.33268423372211
YJL131C	6.24273006796445	6.08190187110228	5.50593650247578	5.70675484932963	5.94385148920509	6.49706772100839	8.67514544851694	8.25007468040531	7.17007825675204
YJL130C	12.9499831288111	12.5579150355779	11.4803242991645	12.1292960557013	14.3496327956716	13.2853013161009	11.9144641685002	14.7632476251647	16.872991888012
YJL129C	3.83045997392187	3.54911432180069	4.07507522797567	4.64031640304023	4.97372994798318	5.18803861641276	5.2143875617854	6.12239299760139	6.4070749538154
YJL128C	5.5076817045233	5.97514600051178	6.56455442280857	6.14637476477601	5.84907898408407	5.6674074396946	6.39449063208382	6.69420316212185	7.19598854551116
YJL127C	3.38364416667995	3.27181585223982	3.36733927898384	3.4086690829942	3.73857883500063	3.56487690343782	3.65119221105855	3.87295795991484	3.72639788105486
YJL126W	6.47821210927322	6.03703948884842	4.98815568440657	5.08179985849149	4.57599556905379	4.4621752464775	4.3904499621469	3.86382477669099	3.96775863086879
YJL125C	7.57766038617385	8.43707089317958	8.07531334103009	8.65944350308996	9.70247305895563	10.1925501170435	9.62878540683734	9.687399322181	10.415406613288
YJL124C	14.2156084875485	14.1600623975427	14.6684773659569	14.7459752384251	17.3999915121692	18.6992620312695	20.8198566769324	19.0404171720367	18.4162087807701
YJL123C	15.7890192918155	15.9939481519275	16.118230850375	15.0189318161159	13.8359006145377	13.5464542045503	13.232705188478	12.7117670875866	12.5511241928554
YJL122W	11.4873214022107	13.2276974139164	15.2300344798453	17.0894479598186	18.6605607611576	19.8374782011642	21.310728758778	18.7268385976444	20.3609592908302
YJL121C	18.7184709982824	18.7257189384023	18.7321679285435	19.3521336988812	22.6427175004897	22.6082124952465	23.0032966232386	21.0305795833778	20.7496765579793
YJL117W	16.3527357801351	16.8947849975797	16.9141970481351	16.4054164916895	15.7331832959973	13.6098570751998	14.5446621569213	14.5812462062757	14.9269234151501
YJL116C	63.6939372765491	49.8008097219476	21.2715977083385	13.425778321677	6.49350801949615	2.86971117065497	2.54641930831411	2.17127054072421	2.03958057721388
YJL115W	15.9769531844992	15.8429247790475	15.5293651654939	13.8338365835754	14.0447878927216	12.679227951871	12.619708500652	11.9889018417436	12.093356921809
YJL112W	6.01882669656639	6.61234549024847	7.80353413063608	8.08955429422564	9.8610080772459	10.9655331100509	12.4744360289692	13.1338380632455	11.9601940513987
YJL111W	15.8116132747009	17.2217490194897	18.5961317959811	18.8423047013962	18.1618520181705	18.8556004649675	19.4636553248684	19.1253742802504	18.9874981627464
YJL110C	5.59259462532893	6.27071431553103	6.71427680096125	6.95328028193315	7.66890718919293	8.45036403614651	8.12265883246566	8.25296392709467	8.10140138704725
YJL109C	2.90672682854876	3.29814942631262	3.77332481356023	4.88429212588884	6.26219018251438	6.56871712464475	6.39761455537152	7.3608300693417	7.95726007668522
YJL107C	2.94976489993549	2.8898505527631	2.59461163306044	2.24341014272937	2.13408538872655	1.97804648198843	2.06054698625647	2.71128859843336	2.68891027628289
YJL106W	2.54386789423586	2.27295505778316	2.04039121375883	1.70835293481139	1.28518865341928	1.08946641132885	1.35847430275603	1.1345860859633	1.1019290989984
YJL105W	2.49879362896205	3.40006745580669	6.06363837719828	4.90482226195866	2.90920301581809	1.91574047704515	2.18444674305704	2.16689320599111	1.8228763342303
YJL104W	12.4134492101371	12.7102849938261	14.200308400758	17.6173201186103	20.9643369991862	25.087290478609	34.725825555018	34.7785321320302	36.1109076089085
YJL103C	9.81164708164372	9.51999199513013	8.39576519837431	7.54246246809971	6.72047490204117	7.09516024810057	7.70370403358224	7.19611748934757	6.12129758468249
YJL102W	4.46210260767497	4.77867832804857	5.59690629380676	5.74576010073136	7.06343656682458	7.8115118576517	8.87853386953589	9.14505774415723	8.24730580723189
YJL101C	10.5455841183715	12.1092669072834	12.6451670898775	11.5311800269585	10.034173602206	9.01130800213764	8.58442051343535	9.95376411475379	10.8352705973955
